EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5573143,COLUMBIA CO.,LAKE CITY,10/02/1996,300,Flash Flood, , ,0,0,900,0,FL,EST, ,2049431,C,23,JAX,0,0, , , , , , , , ,LAKE CITY,10/02/1996,900, , , , ,"","Heavy rains... 3-4 inches caused flooding in Lake City. Several secondary road were closed.",12
5573142,SUWANNEE CO.,LIVE OAK,10/02/1996,430,Flash Flood, , ,0,0,11000,0,FL,EST, ,2049430,C,121,JAX,0,0, , , , , , , , ,LIVE OAK,10/02/1996,900, , , , ,"","Heavy rains from 3-4 inches caused flooding in the Live Oak area. A gas station and two homes on Church Street were flooded.",13
5573134,DUVAL CO.,JACKSONVILLE,10/06/1996,2000,Flash Flood, , ,0,0,470000,0,FL,EST, ,2049422,C,31,JAX,0,0, , , , , , , , ,JACKSONVILLE,10/08/1996,400, , , , ,"","A Nor'easter and Tropical Storm Josephine produced more than 6 inches of rain. This caused more than 110 streets and roads to flood through-out the downtown area. More than 12,000 JEA customers were without power overnight on the 7th. Flooding also closed all county schools on the 10/7/96.",14
5573135,NASSAU CO.,FERNANDINA BEACH,10/06/1996,2000,Flash Flood, , ,0,0,250000,0,FL,EST, ,2049423,C,89,JAX,0,0, , , , , , , , ,FERNANDINA BEACH,10/08/1996,400, , , , ,"","A strong Nor'easter and Tropical Storm Josephine produced as much as 7 inches of rainfall in 72 hours. Numerous road were closed county-wide. Thomas Creek Road had more than 300 feet of payment washed away. The heavy rains prompted school officials to close all of the Counties schools on Wednesday, 10/9/96.",15
5573138,ST. JOHNS CO.,PONTE VEDRA,10/07/1996,230,Flash Flood, , ,0,0,20000,0,FL,EST, ,2049426,C,109,JAX,0,0, , , , , , , , ,PONTE VEDRA,10/08/1996,1000, , , , ,"","More than 3-6 inches of rain from a Nor'easter and Tropical Storm Josephine caused flooding across the entire county. More than 16,000 students enjoyed a rare weather-related day off from classes on Tuesday, 10/8/96. Two road in the county's north sections were close: Palm Valley Road between Roscoe Boulevard and Mickler's Cutoff Road, and Racetrack Road from the dog track to Bishop Estates Road. Other roads had flooding problems were Ponte Vedra Boulevard, South Roscoe Boulevard, LeMaster Drive and Corona Road. In St. Augustine, King Street was closed by city police when cars drowned out.",16
5573136,BAKER CO.,MACCLENNY,10/07/1996,600,Flash Flood, , ,0,0,600000,0,FL,EST, ,2049424,C,3,JAX,0,0, , , , , , , , ,MACCLENNY,10/08/1996,200, , , , ,"","Eight to ten inches of rainfall from a strong Nor'easter and Tropical Storm Josephine caused flooding across the entire county. Dozens of roads were covered by water and bridges were washed out between Turkey Creek One and Three; both bridges at the ends of Crews Road; the paved road was undermined on 23A North near the golf course, and the road was out on both ends of Southern States Nursery Road. A handful of people chose to remain in residents cut off by high water; many used boats to reach vehicles at locations like the Boy Scout Camp along the St. Mary's River and the Westside Loop.",17
5573137,CLAY CO.,MIDDLEBURG,10/07/1996,630,Flash Flood, , ,0,0,50000,0,FL,EST, ,2049425,C,19,JAX,0,0, , , , , , , , ,MIDDLEBURG,10/08/1996,1030, , , , ,"","A steady rain producing 6-8 inches of rainfall from a Nor'easter and Tropical Storm Josephine caused flooding mainly over central Clay County in the Middleburg area. The rain brought both the North and South prongs of Black Creek several feet above its banks. The water flooded Main Street, Scenic Drive, Cornell Road and Lazy Acre Road. About a dozen families left their homes to seek shelter with friends, relatives or hotels. A few roads did wash out. A creek near Bluejay drive, off County Road 218, overflowed and washed the road out.",18
5598569,ALACHUA CO.,GAINESVILLE,04/23/1997,743,Flash Flood, , ,0,0,2000,0,FL,EST, ,2063442,C,1,JAX,0,0, , , , , , , , ,GAINESVILLE,04/23/1997,900, , , , ,"Considerabe flooding blocked streets.","",19
5598571,PUTNAM CO.,PALATKA,04/23/1997,908,Flash Flood, , ,0,0,1000,0,FL,EST, ,2063443,C,107,JAX,0,0, , , , , , , , ,PALATKA,04/23/1997,908, , , , ,"Flooding closed SR-20 and US-17.","",20
5591849,MIAMI-DADE CO.,KENDELL DR AREA,04/26/1997,1600,Flash Flood, , ,0,0,0,0,FL,EST, ,2061390,C,86,MFL,0,0, , , , , , , , ,KENDELL DR AREA,04/26/1997,2200, , , , ,"","SLOW MOVING HP SUPERCELL OVER KENDALL AREA OF DADE COUNTY
FROM 1500 PM TO 1845 PM. BY 1600 PM THREE INCHES OF RAIN
FELL OVER AREA NEAR KENDALL DR AND DON SHULA EXPRESSWAY. 
BY 1845 PM APPROX TWELVE INCHES OF RAIN HAD FALLEN OVER THIS 
AREAS WITH WIDESPREAD AREAS OF 5 TO 10 INCHES OF RAIN.
DAMAGE UNKNOWN. CANALS OVERFLOWED. WATER LEVELS ENTERED
BUILDINGS AND NUMEROUS STALLED VEHICLES IN WATER.",21
5605913,FLAGLER CO.,FLAGLER BEACH,06/05/1997,1045,Flash Flood, , ,0,0,2000,0,FL,EST, ,2065815,C,35,JAX,0,0, , , , ,8,N,8,N,FLAGLER BEACH,06/06/1997,300, , , , ,"Most of the side streets in Palm Coast were closed.","",22
5605808,MARION CO.,OCALA,06/26/1997,1510,Flash Flood, , ,0,0,2000,0,FL,EST, ,2065806,C,83,JAX,0,0, , , , , , , , ,OCALA,06/26/1997,1745, , , , ,"Numerous streets were closed do to flooding.  A few roads in eastern portion of the county were also closed.","",23
5610366,WASHINGTON CO.,CHIPLEY,07/22/1997,545,Flash Flood, , ,0,0,20000,0,FL,CST, ,2067750,C,133,TAE,0,0, , , , , , , , ,CHIPLEY,07/22/1997,1030, , , , ,"","Slow moving thunderstorms dropped several inches of rainfall across Washington County. Doppler precipitation estimates indicated 7 to 10 inches of rain fell over a 6 hour period. Several roads were closed and underwater. Numerous car accidents were reported due to flooded roads. Several cars were flooded.",24
5622745,PINELLAS CO.,PINELLAS PARK,09/26/1997,1030,Flash Flood, , ,0,0,0,0,FL,EST, ,2070364,C,103,TBW,0,0, , , , , , , , ,PINELLAS PARK,09/27/1997,2000, , , , ,"","Thirty hour rainfall totals of eight to fourteen inches caused flooding of roads, highways, homes, commercial buildings, low-lying areas and rivers over much of Pinellas and Hillsborough counties.

The heaviest rainfall and subsequent flooding occurred over the cities of Gulfport, Pinellas Park and St. Petersburg in southern Pinellas county.  In Hillsborough county, the heaviest rainfall and subsequent flooding occurred from Plant City and Brandon south to Ruskin and Sun City over eastern and southern portions of Hillsborough county.

Damage in Hillsborough county from the flooding totalled $5.3 million dollars.  Out of 205 homes damaged from the flooding, 55 sustained major damage for a total of $1,611,000 dollars.  Six businesses suffered damage, two considered major, for a total of $1,030,000 dollars.  Three non-profit businesses also suffered flood damage which totalled $2,661,000 dollars.  No damage was reported in Pinellas county.

In St. Petersburg, a thirteen year old female was swept into a storm drain while playing in floodwaters at a city park on 36th Avenue N. and Eighth Street at 7 pm est.  She was dragged into raging waters underground for two blocks before she emerged and was rescued by firefighters.  She died from the flood injuries at 9 am est on 9/28/97.

In St. Petersburg, floodwaters carried a 23 year old woman twelve blocks underground in a drain before she was dumped into a retention pond with only minor injuries around 3 pm est.  The female was playing at Booker Creek under a wooden bridge with two children on the 2100 block of Ninth Avenue N., one-eighth mile west of I-275, when she lost her footing and was carried off by the fast moving flood waters.",25
5622744,HILLSBOROUGH CO.,PLANT CITY,09/26/1997,1030,Flash Flood, , ,1,1,5300000,500,FL,EST, ,2070364,C,57,TBW,0,0, , , , , , , , ,PLANT CITY,09/27/1997,2000, , , , ,"","Thirty hour rainfall totals of eight to fourteen inches caused flooding of roads, highways, homes, commercial buildings, low-lying areas and rivers over much of Pinellas and Hillsborough counties.

The heaviest rainfall and subsequent flooding occurred over the cities of Gulfport, Pinellas Park and St. Petersburg in southern Pinellas county.  In Hillsborough county, the heaviest rainfall and subsequent flooding occurred from Plant City and Brandon south to Ruskin and Sun City over eastern and southern portions of Hillsborough county.

Damage in Hillsborough county from the flooding totalled $5.3 million dollars.  Out of 205 homes damaged from the flooding, 55 sustained major damage for a total of $1,611,000 dollars.  Six businesses suffered damage, two considered major, for a total of $1,030,000 dollars.  Three non-profit businesses also suffered flood damage which totalled $2,661,000 dollars.  No damage was reported in Pinellas county.

In St. Petersburg, a thirteen year old female was swept into a storm drain while playing in floodwaters at a city park on 36th Avenue N. and Eighth Street at 7 pm est.  She was dragged into raging waters underground for two blocks before she emerged and was rescued by firefighters.  She died from the flood injuries at 9 am est on 9/28/97.

In St. Petersburg, floodwaters carried a 23 year old woman twelve blocks underground in a drain before she was dumped into a retention pond with only minor injuries around 3 pm est.  The female was playing at Booker Creek under a wooden bridge with two children on the 2100 block of Ninth Avenue N., one-eighth mile west of I-275, when she lost her footing and was carried off by the fast moving flood waters.",26
5622840,PASCO CO.,COUNTYWIDE,09/27/1997,500,Flash Flood, , ,0,0,200000,0,FL,EST, ,2070373,C,101,TBW,0,0, , , , , , , , ,COUNTYWIDE,09/27/1997,1700, , , , ,"Heavy rainfall of up to six inches over western Pasco county to nearly twelve inches over eastern Pasco county caused flooding of roads, bridges, overpasses, homes, businesses, rivers and streams from New Port Richey east to Zephyrhills and Dade City.","",27
5622836,LEE CO.,CAPE CORAL,09/27/1997,1030,Flash Flood, , ,0,0,200000,0,FL,EST, ,2070370,C,71,TBW,0,0, , , , , , , , ,CAPE CORAL,09/27/1997,1500, , , , ,"","Heavy rainfall of six to ten inches caused widespread flooding of roads, homes, businesses, rivers and streams from the Bradenton-Sarasota metropolitan areas south to the Port Charlotte-Punta Gorda and Ft. Myers-Cape Coral metropolitan areas.  Estimated flood damage was over one million dollars.

Most of the flood damage was concentrated to homes that suffered water damage to rugs and vehicles stalled in water up to four feet deep across parts of West Central and Southwest Florida. 

A 36year old male drowned when the truck he drove hydroplaned, flipped over and slid into a flooded drainage canal along State Road 70, eleven miles east of Arcadia, in De Soto county at 2:55 pm est.",28
5622837,SARASOTA CO.,SARASOTA,09/27/1997,1030,Flash Flood, , ,0,0,250000,0,FL,EST, ,2070370,C,115,TBW,0,0, , , , , , , , ,SARASOTA,09/27/1997,1500, , , , ,"","Heavy rainfall of six to ten inches caused widespread flooding of roads, homes, businesses, rivers and streams from the Bradenton-Sarasota metropolitan areas south to the Port Charlotte-Punta Gorda and Ft. Myers-Cape Coral metropolitan areas.  Estimated flood damage was over one million dollars.

Most of the flood damage was concentrated to homes that suffered water damage to rugs and vehicles stalled in water up to four feet deep across parts of West Central and Southwest Florida. 

A 36year old male drowned when the truck he drove hydroplaned, flipped over and slid into a flooded drainage canal along State Road 70, eleven miles east of Arcadia, in De Soto county at 2:55 pm est.",29
5622835,DE SOTO CO.,BROWNVILLE,09/27/1997,1030,Flash Flood, , ,1,0,100000,0,FL,EST, ,2070370,C,27,TBW,0,0, , , , , , , , ,BROWNVILLE,09/27/1997,1500, , , , ,"","Heavy rainfall of six to ten inches caused widespread flooding of roads, homes, businesses, rivers and streams from the Bradenton-Sarasota metropolitan areas south to the Port Charlotte-Punta Gorda and Ft. Myers-Cape Coral metropolitan areas.  Estimated flood damage was over one million dollars.

Most of the flood damage was concentrated to homes that suffered water damage to rugs and vehicles stalled in water up to four feet deep across parts of West Central and Southwest Florida. 

A 36year old male drowned when the truck he drove hydroplaned, flipped over and slid into a flooded drainage canal along State Road 70, eleven miles east of Arcadia, in De Soto county at 2:55 pm est.",30
5622833,MANATEE CO.,BRADENTON,09/27/1997,1030,Flash Flood, , ,0,0,300000,0,FL,EST, ,2070370,C,81,TBW,0,0, , , , , , , , ,BRADENTON,09/27/1997,1500, , , , ,"","Heavy rainfall of six to ten inches caused widespread flooding of roads, homes, businesses, rivers and streams from the Bradenton-Sarasota metropolitan areas south to the Port Charlotte-Punta Gorda and Ft. Myers-Cape Coral metropolitan areas.  Estimated flood damage was over one million dollars.

Most of the flood damage was concentrated to homes that suffered water damage to rugs and vehicles stalled in water up to four feet deep across parts of West Central and Southwest Florida. 

A 36year old male drowned when the truck he drove hydroplaned, flipped over and slid into a flooded drainage canal along State Road 70, eleven miles east of Arcadia, in De Soto county at 2:55 pm est.",31
5622834,CHARLOTTE CO.,PORT CHARLOTTE,09/27/1997,1030,Flash Flood, , ,0,0,200000,0,FL,EST, ,2070370,C,15,TBW,0,0, , , , , , , , ,PORT CHARLOTTE,09/27/1997,1500, , , , ,"","Heavy rainfall of six to ten inches caused widespread flooding of roads, homes, businesses, rivers and streams from the Bradenton-Sarasota metropolitan areas south to the Port Charlotte-Punta Gorda and Ft. Myers-Cape Coral metropolitan areas.  Estimated flood damage was over one million dollars.

Most of the flood damage was concentrated to homes that suffered water damage to rugs and vehicles stalled in water up to four feet deep across parts of West Central and Southwest Florida. 

A 36year old male drowned when the truck he drove hydroplaned, flipped over and slid into a flooded drainage canal along State Road 70, eleven miles east of Arcadia, in De Soto county at 2:55 pm est.",32
5622915,OKALOOSA CO.,FT WALTON BEACH,10/24/1997,1000,Flash Flood, , ,0,0,5000,0,FL,CST, ,2070202,C,91,MOB,0,0, , , , , , , , ,FT WALTON BEACH,10/24/1997,1100, , , , ,"Heavy rains of two to three inches in a little over an hour, caused  street flooding and high water  in some buildings in the Fort Walton Beach area.  The Okaloosa Island fire department  reported several inches of water in their building.  The Emergency Operations Center in Fort Walton also had several inches of water in their building.  The water subsided shortly after the heavy rains stopped.","",33
5622916,OKALOOSA CO.,CRESTVIEW,10/24/1997,1030,Flash Flood, , ,0,0,2000,0,FL,CST, ,2070202,C,91,MOB,0,0, , , , , , , , ,CRESTVIEW,10/24/1997,1115, , , , ,"Heavy rains in the west part of Crestview caused flooding along Old Antioch Road.  A bridge across the road had to be closed for almost an hour due to high water.","",34
5621290,HARDEE CO.,FT GREEN SPGS,11/13/1997,1800,Flash Flood, , ,0,0,60000,0,FL,EST, ,2070977,C,49,TBW,0,0, , , , , , , , ,FT GREEN SPGS,11/13/1997,2300, , , , ,"","Average rainfall amounts of five to eight inches with isolated amounts as high as twelve inches fell in less than twelve hours and caused flooding of homes, businesses, public facilities, roadways and rivers.  Most of the flooding occurred over a broad band from the Bradenton-Sarasota metropolitan area east to Wauchula in Hardee county and continued east to Sebring in northern Highlands county.

The greatest flood damage occurred in Sarasota county where 178 properties were affected for a total of $2.3 million dollars.  Out of these properties damaged, six were destroyed, 36 had major damage and 136 had minor flood damage.

In Manatee county, flooding caused $400,000 dollars worth of damage to fifteen single family dwellings and seven mobile homes.  Most of these dwellings were damaged by rising floodwaters of the Braden and Manatee Rivers.

In De Soto county, flood damage totalled an estimated $380,000 dollars.  Floodwaters damaged six homes, three businesses and at least 25 vehicles.  Most of the damage occurred from rising floodwaters of the Peace River and Horse Creek.

In Highlands county, flood damage of $100,000 was reported to vehicles along U.S. Highway 27 between Sebring and Avon Park.

In Hardee county, flood damage estimates were $60,000 dollars.  Floodwaters damaged three mobile homes along the Peace River.",35
5619598,DE SOTO CO.,ARCADIA,11/13/1997,1800,Flash Flood, , ,0,0,380000,0,FL,EST, ,2070977,C,27,TBW,0,0, , , , , , , , ,ARCADIA,11/13/1997,2300, , , , ,"","Average rainfall amounts of five to eight inches with isolated amounts as high as twelve inches fell in less than twelve hours and caused flooding of homes, businesses, public facilities, roadways and rivers.  Most of the flooding occurred over a broad band from the Bradenton-Sarasota metropolitan area east to Wauchula in Hardee county and continued east to Sebring in northern Highlands county.

The greatest flood damage occurred in Sarasota county where 178 properties were affected for a total of $2.3 million dollars.  Out of these properties damaged, six were destroyed, 36 had major damage and 136 had minor flood damage.

In Manatee county, flooding caused $400,000 dollars worth of damage to fifteen single family dwellings and seven mobile homes.  Most of these dwellings were damaged by rising floodwaters of the Braden and Manatee Rivers.

In De Soto county, flood damage totalled an estimated $380,000 dollars.  Floodwaters damaged six homes, three businesses and at least 25 vehicles.  Most of the damage occurred from rising floodwaters of the Peace River and Horse Creek.

In Highlands county, flood damage of $100,000 was reported to vehicles along U.S. Highway 27 between Sebring and Avon Park.

In Hardee county, flood damage estimates were $60,000 dollars.  Floodwaters damaged three mobile homes along the Peace River.",36
5619599,SARASOTA CO.,SARASOTA,11/13/1997,1800,Flash Flood, , ,0,0,2300000,0,FL,EST, ,2070977,C,115,TBW,0,0, , , , , , , , ,SARASOTA,11/13/1997,2300, , , , ,"","Average rainfall amounts of five to eight inches with isolated amounts as high as twelve inches fell in less than twelve hours and caused flooding of homes, businesses, public facilities, roadways and rivers.  Most of the flooding occurred over a broad band from the Bradenton-Sarasota metropolitan area east to Wauchula in Hardee county and continued east to Sebring in northern Highlands county.

The greatest flood damage occurred in Sarasota county where 178 properties were affected for a total of $2.3 million dollars.  Out of these properties damaged, six were destroyed, 36 had major damage and 136 had minor flood damage.

In Manatee county, flooding caused $400,000 dollars worth of damage to fifteen single family dwellings and seven mobile homes.  Most of these dwellings were damaged by rising floodwaters of the Braden and Manatee Rivers.

In De Soto county, flood damage totalled an estimated $380,000 dollars.  Floodwaters damaged six homes, three businesses and at least 25 vehicles.  Most of the damage occurred from rising floodwaters of the Peace River and Horse Creek.

In Highlands county, flood damage of $100,000 was reported to vehicles along U.S. Highway 27 between Sebring and Avon Park.

In Hardee county, flood damage estimates were $60,000 dollars.  Floodwaters damaged three mobile homes along the Peace River.",37
5619600,HIGHLANDS CO.,SEBRING,11/13/1997,1800,Flash Flood, , ,0,0,100000,0,FL,EST, ,2070977,C,55,TBW,0,0, , , , , , , , ,SEBRING,11/13/1997,2300, , , , ,"","Average rainfall amounts of five to eight inches with isolated amounts as high as twelve inches fell in less than twelve hours and caused flooding of homes, businesses, public facilities, roadways and rivers.  Most of the flooding occurred over a broad band from the Bradenton-Sarasota metropolitan area east to Wauchula in Hardee county and continued east to Sebring in northern Highlands county.

The greatest flood damage occurred in Sarasota county where 178 properties were affected for a total of $2.3 million dollars.  Out of these properties damaged, six were destroyed, 36 had major damage and 136 had minor flood damage.

In Manatee county, flooding caused $400,000 dollars worth of damage to fifteen single family dwellings and seven mobile homes.  Most of these dwellings were damaged by rising floodwaters of the Braden and Manatee Rivers.

In De Soto county, flood damage totalled an estimated $380,000 dollars.  Floodwaters damaged six homes, three businesses and at least 25 vehicles.  Most of the damage occurred from rising floodwaters of the Peace River and Horse Creek.

In Highlands county, flood damage of $100,000 was reported to vehicles along U.S. Highway 27 between Sebring and Avon Park.

In Hardee county, flood damage estimates were $60,000 dollars.  Floodwaters damaged three mobile homes along the Peace River.",38
5621289,MANATEE CO.,BRADENTON,11/13/1997,1800,Flash Flood, , ,0,0,400000,0,FL,EST, ,2070977,C,81,TBW,0,0, , , , , , , , ,BRADENTON,11/13/1997,2300, , , , ,"","Average rainfall amounts of five to eight inches with isolated amounts as high as twelve inches fell in less than twelve hours and caused flooding of homes, businesses, public facilities, roadways and rivers.  Most of the flooding occurred over a broad band from the Bradenton-Sarasota metropolitan area east to Wauchula in Hardee county and continued east to Sebring in northern Highlands county.

The greatest flood damage occurred in Sarasota county where 178 properties were affected for a total of $2.3 million dollars.  Out of these properties damaged, six were destroyed, 36 had major damage and 136 had minor flood damage.

In Manatee county, flooding caused $400,000 dollars worth of damage to fifteen single family dwellings and seven mobile homes.  Most of these dwellings were damaged by rising floodwaters of the Braden and Manatee Rivers.

In De Soto county, flood damage totalled an estimated $380,000 dollars.  Floodwaters damaged six homes, three businesses and at least 25 vehicles.  Most of the damage occurred from rising floodwaters of the Peace River and Horse Creek.

In Highlands county, flood damage of $100,000 was reported to vehicles along U.S. Highway 27 between Sebring and Avon Park.

In Hardee county, flood damage estimates were $60,000 dollars.  Floodwaters damaged three mobile homes along the Peace River.",39
5626336,OSCEOLA CO.,KISSIMMEE,12/13/1997,1000,Flash Flood, , ,0,0,60000,0,FL,EST, ,2071565,C,97,MLB,0,0, , , , ,5,S,5,S,KISSIMMEE,12/13/1997,1000, , , , ,"Heavy rains of 6 to 11 inches in northern Osceola County flooded 30 roads and 2 homes near Kissimmee, St. Cloud and Poinciana.","",40
5623375,PINELLAS CO.,COUNTYWIDE,12/13/1997,1300,Flash Flood, , ,0,0,500000,0,FL,EST, ,2071804,C,103,TBW,0,0, , , , , , , , ,COUNTYWIDE,12/13/1997,2330, , , , ,"","Heavy rains caused flooding to homes along and near the Peace River along U.S. Highway 17 near the Hardee-De Soto county line.  The Horse Creek in Hardee county also overflowed it's banks and caused minor to moderate water damage to homes and businesses.  Damage in Hardee county from the flooding was estimated at $250,000.

In Pinellas county, heavy rainfall caused flooding in two mobile home parks in Largo.  The heavy rainfall seriously damaged road infrastructure along Curlew Road from County Road 1 to Belcher Road. Flooding of homes and roads also occurred in the Tarpon Woods area along Brooker Creek in Pinellas county.  Damage in Pinellas county from the flood was estimated at $500,000.

In Polk county, five to seven inches of rain fell from Lakeland south to Bartow and east to Auburndale and caused extensive road and infrastructure damage.  Most of the damage occurred in the Green Swamp, along Spirit Lake Road, Misty Lake Road, Thornhill Road and Red Hawk Drive where eight to ten homes were flooded with six to twelve inches of water with isolated pockets up to four feet deep.  Damage from the flood in Polk county was estimated at $750,000.

In Sarasota county, six to eight inches of rain in less than twelve hours caused road and home flooding along Lockwood Ridge Road near Bahia Vista Street in Sarasota.  Damage from the flood in Sarasota county was estimated $80,000.",41
5623377,POLK CO.,LAKELAND,12/13/1997,1300,Flash Flood, , ,0,0,750000,0,FL,EST, ,2071804,C,105,TBW,0,0, , , , , , , , ,LAKELAND,12/13/1997,2330, , , , ,"","Heavy rains caused flooding to homes along and near the Peace River along U.S. Highway 17 near the Hardee-De Soto county line.  The Horse Creek in Hardee county also overflowed it's banks and caused minor to moderate water damage to homes and businesses.  Damage in Hardee county from the flooding was estimated at $250,000.

In Pinellas county, heavy rainfall caused flooding in two mobile home parks in Largo.  The heavy rainfall seriously damaged road infrastructure along Curlew Road from County Road 1 to Belcher Road. Flooding of homes and roads also occurred in the Tarpon Woods area along Brooker Creek in Pinellas county.  Damage in Pinellas county from the flood was estimated at $500,000.

In Polk county, five to seven inches of rain fell from Lakeland south to Bartow and east to Auburndale and caused extensive road and infrastructure damage.  Most of the damage occurred in the Green Swamp, along Spirit Lake Road, Misty Lake Road, Thornhill Road and Red Hawk Drive where eight to ten homes were flooded with six to twelve inches of water with isolated pockets up to four feet deep.  Damage from the flood in Polk county was estimated at $750,000.

In Sarasota county, six to eight inches of rain in less than twelve hours caused road and home flooding along Lockwood Ridge Road near Bahia Vista Street in Sarasota.  Damage from the flood in Sarasota county was estimated $80,000.",42
